State,City,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,2016-02-07,Parts per billion,16.616667,Parts per million,0.022042,Parts per billion,1.136364,Parts per million,0.304091
Alabama,Birmingham,2016-02-08,Parts per billion,10.281818,Parts per million,0.030833,Parts per billion,0.465,Parts per million,0.175625
Alabama,Birmingham,2016-02-09,Parts per billion,4.245833,Parts per million,0.029625,Parts per billion,0.531818,Parts per million,0.137727
Alabama,Birmingham,2016-02-10,Parts per billion,12.5875,Parts per million,0.020958,Parts per billion,1.459091,Parts per million,0.218182
Alabama,Birmingham,2016-02-11,Parts per billion,21.538095,Parts per million,0.023375,Parts per billion,3.554545,Parts per million,0.267273
Alabama,Birmingham,2016-02-12,Parts per billion,8.41,Parts per million,0.032875,Parts per billion,1.845455,Parts per million,0.175
Alabama,Birmingham,2016-02-13,Parts per billion,3.295833,Parts per million,0.032625,Parts per billion,0.85,Parts per million,0.132273
Alabama,Birmingham,2016-02-14,Parts per billion,6.783333,Parts per million,0.035167000000000004,Parts per billion,1.0,Parts per million,0.145
Alabama,Birmingham,2016-02-15,Parts per billion,8.758333,Parts per million,0.026294,Parts per billion,0.84,Parts per million,0.16699999999999998
Alabama,Birmingham,2016-02-16,Parts per billion,9.091667,Parts per million,0.023875,Parts per billion,0.395455,Parts per million,0.189091
Alabama,Birmingham,2016-02-17,Parts per billion,5.258333,Parts per million,0.026167000000000003,Parts per billion,0.689474,Parts per million,0.149091
Alabama,Birmingham,2016-02-18,Parts per billion,15.129167,Parts per million,0.024417,Parts per billion,1.1,Parts per million,0.381579
Alabama,Birmingham,2016-02-19,Parts per billion,5.383333,Parts per million,0.041583,Parts per billion,0.681818,Parts per million,0.269091
Alabama,Birmingham,2016-02-20,Parts per billion,7.366667,Parts per million,0.030625,Parts per billion,0.695455,Parts per million,0.209545
Alabama,Birmingham,2016-02-21,Parts per billion,6.275,Parts per million,0.025417,Parts per billion,0.627273,Parts per million,0.15545499999999998
Alabama,Birmingham,2016-02-22,Parts per billion,16.777778,Parts per million,0.016666999999999998,Parts per billion,0.12,Parts per million,0.249
Alabama,Birmingham,2016-02-23,Parts per billion,6.775,Parts per million,0.025208,Parts per billion,0.13181800000000002,Parts per million,0.136364
Alabama,Birmingham,2016-02-24,Parts per billion,3.108333,Parts per million,0.02725,Parts per billion,0.235,Parts per million,0.145
Alabama,Birmingham,2016-02-25,Parts per billion,3.829167,Parts per million,0.029833,Parts per billion,0.363636,Parts per million,0.13333299999999998
Alabama,Birmingham,2016-02-26,Parts per billion,10.5,Parts per million,0.025792,Parts per billion,0.6727270000000001,Parts per million,0.166364
Alabama,Birmingham,2016-02-27,Parts per billion,17.283333,Parts per million,0.01925,Parts per billion,0.881818,Parts per million,0.318182
Alabama,Birmingham,2016-02-28,Parts per billion,11.875,Parts per million,0.037375,Parts per billion,0.7681819999999999,Parts per million,0.261818
Alabama,Birmingham,2016-02-29,Parts per billion,12.904167,Parts per million,0.023889,Parts per billion,0.55,Parts per million,0.2845
Alabama,Birmingham,2016-03-01,Parts per billion,8.616667,Parts per million,0.032708,Parts per billion,0.527273,Parts per million,0.15454500000000002
Alabama,Birmingham,2016-03-02,Parts per billion,6.53,Parts per million,0.026917,Parts per billion,0.413636,Parts per million,0.131364
Alabama,Birmingham,2016-03-03,Parts per billion,16.270833,Parts per million,0.019042,Parts per billion,1.066667,Parts per million,0.18
Alabama,Birmingham,2016-03-07,Parts per billion,8.904762,Parts per million,0.043625,Parts per billion,0.757143,Parts per million,0.1765
Alabama,Birmingham,2016-03-08,Parts per billion,7.945833,Parts per million,0.041667,Parts per billion,1.209091,Parts per million,0.155
Alabama,Birmingham,2016-03-09,Parts per billion,4.890909,Parts per million,0.039042,Parts per billion,0.475,Parts per million,0.132
Alabama,Birmingham,2016-03-10,Parts per billion,5.285,Parts per million,0.030125,Parts per billion,0.331818,Parts per million,0.121818
Alabama,Birmingham,2016-03-11,Parts per billion,12.220833,Parts per million,0.0165,Parts per billion,1.081818,Parts per million,0.203182
Alabama,Birmingham,2016-03-12,Parts per billion,10.395833,Parts per million,0.018917,Parts per billion,0.3,Parts per million,0.23545500000000005
Alabama,Birmingham,2016-03-13,Parts per billion,8.745833,Parts per million,0.031292,Parts per billion,0.195455,Parts per million,0.183182
Alabama,Birmingham,2016-03-14,Parts per billion,10.120833,Parts per million,0.026083,Parts per billion,0.27,Parts per million,0.233
Alabama,Birmingham,2016-03-15,Parts per billion,11.654167,Parts per million,0.035292000000000004,Parts per billion,0.85,Parts per million,0.304091
Alabama,Birmingham,2016-03-16,Parts per billion,12.779167,Parts per million,0.026125,Parts per billion,0.995455,Parts per million,0.238636
Alabama,Birmingham,2016-03-17,Parts per billion,15.914286,Parts per million,0.03,Parts per billion,2.881818,Parts per million,0.235909
Alabama,Birmingham,2016-03-18,Parts per billion,15.783333,Parts per million,0.030708,Parts per billion,2.295455,Parts per million,0.224091
Alabama,Birmingham,2016-03-19,Parts per billion,4.291667,Parts per million,0.034542,Parts per billion,0.190909,Parts per million,0.152273
Alabama,Birmingham,2016-03-20,Parts per billion,2.325,Parts per million,0.029625,Parts per billion,0.113636,Parts per million,0.110455
Alabama,Birmingham,2016-03-21,Parts per billion,10.277273,Parts per million,0.02325,Parts per billion,0.44,Parts per million,0.1765
Alabama,Birmingham,2016-03-22,Parts per billion,14.116667,Parts per million,0.035667000000000004,Parts per billion,0.8590909999999999,Parts per million,0.298947
Alabama,Birmingham,2016-03-23,Parts per billion,6.1625,Parts per million,0.042667,Parts per billion,0.5818180000000001,Parts per million,0.168182
Alabama,Birmingham,2016-03-24,Parts per billion,6.09,Parts per million,0.032708,Parts per billion,0.277273,Parts per million,0.128636
Alabama,Birmingham,2016-03-25,Parts per billion,4.1458330000000005,Parts per million,0.0285,Parts per billion,0.13181800000000002,Parts per million,0.136818
Alabama,Birmingham,2016-03-26,Parts per billion,8.220833,Parts per million,0.02525,Parts per billion,1.040909,Parts per million,0.14727300000000002
Alabama,Birmingham,2016-03-27,Parts per billion,7.929167,Parts per million,0.022292,Parts per billion,0.07727300000000001,Parts per million,0.160455
Alabama,Birmingham,2016-03-28,Parts per billion,5.416667,Parts per million,0.029917000000000006,Parts per billion,0.39,Parts per million,0.168
Alabama,Birmingham,2016-03-29,Parts per billion,14.89,Parts per million,0.02925,Parts per billion,3.068182,Parts per million,0.192727
Alabama,Birmingham,2016-03-30,Parts per billion,10.383333,Parts per million,0.042667,Parts per billion,0.84,Parts per million,0.171818
Alabama,Birmingham,2016-03-31,Parts per billion,6.3375,Parts per million,0.03175,Parts per billion,0.7318180000000001,Parts per million,0.158182
Alabama,Birmingham,2016-04-01,Parts per billion,5.525,Parts per million,0.026583,Parts per billion,0.13181800000000002,Parts per million,0.149545
Alabama,Birmingham,2016-04-02,Parts per billion,3.716667,Parts per million,0.035708,Parts per billion,0.204545,Parts per million,0.123182
Alabama,Birmingham,2016-04-03,Parts per billion,7.958333,Parts per million,0.027375,Parts per billion,0.954545,Parts per million,0.187727
Alabama,Birmingham,2016-04-04,Parts per billion,11.722727,Parts per million,0.033417,Parts per billion,1.225,Parts per million,0.256
Alabama,Birmingham,2016-04-05,Parts per billion,7.1458330000000005,Parts per million,0.029,Parts per billion,1.309091,Parts per million,0.209545
Alabama,Birmingham,2016-04-06,Parts per billion,8.520833,Parts per million,0.035208,Parts per billion,0.6409090000000001,Parts per million,0.153158
Alabama,Birmingham,2016-04-07,Parts per billion,9.855,Parts per million,0.031958,Parts per billion,0.231818,Parts per million,0.171429
Alabama,Birmingham,2016-04-08,Parts per billion,5.6375,Parts per million,0.031958,Parts per billion,0.104545,Parts per million,0.124091
Alabama,Birmingham,2016-04-09,Parts per billion,12.279167,Parts per million,0.030792,Parts per billion,0.709091,Parts per million,0.181818
Alabama,Birmingham,2016-04-10,Parts per billion,7.495833,Parts per million,0.042083,Parts per billion,0.740909,Parts per million,0.137273
Alabama,Birmingham,2016-04-11,Parts per billion,10.741667,Parts per million,0.029042,Parts per billion,0.555,Parts per million,0.1975
Alabama,Birmingham,2016-04-12,Parts per billion,7.079167,Parts per million,0.019875,Parts per billion,0.075,Parts per million,0.185455
Alabama,Birmingham,2016-04-13,Parts per billion,12.4,Parts per million,0.0205,Parts per billion,0.704545,Parts per million,0.179545
Alabama,Birmingham,2016-04-14,Parts per billion,6.8875,Parts per million,0.03175,Parts per billion,0.359091,Parts per million,0.142727
Alabama,Birmingham,2016-04-15,Parts per billion,3.866667,Parts per million,0.042292,Parts per billion,0.213636,Parts per million,0.12545499999999998
Alabama,Birmingham,2016-04-16,Parts per billion,6.491667,Parts per million,0.034,Parts per billion,0.027273,Parts per million,0.158182
Alabama,Birmingham,2016-04-17,Parts per billion,9.575,Parts per million,0.0315,Parts per billion,0.7318180000000001,Parts per million,0.198182
Alabama,Birmingham,2016-04-18,Parts per billion,21.670833,Parts per million,0.028042,Parts per billion,2.215,Parts per million,0.329
Alabama,Birmingham,2016-04-19,Parts per billion,19.35,Parts per million,0.035917000000000004,Parts per billion,3.3454550000000003,Parts per million,0.330455
Alabama,Birmingham,2016-04-20,Parts per billion,16.880952,Parts per million,0.044208,Parts per billion,3.072727,Parts per million,0.295455
Alabama,Birmingham,2016-04-21,Parts per billion,11.82381,Parts per million,0.031917,Parts per billion,0.872727,Parts per million,0.181579
Alabama,Birmingham,2016-04-22,Parts per billion,6.866667,Parts per million,0.032792,Parts per billion,0.15,Parts per million,0.168182
Alabama,Birmingham,2016-04-23,Parts per billion,6.558333,Parts per million,0.030292000000000006,Parts per billion,0.068182,Parts per million,0.201818
Alabama,Birmingham,2016-04-24,Parts per billion,10.85,Parts per million,0.037333,Parts per billion,1.2136360000000002,Parts per million,0.254091
Alabama,Birmingham,2016-04-25,Parts per billion,13.4125,Parts per million,0.0315,Parts per billion,0.975,Parts per million,0.254
Alabama,Birmingham,2016-04-26,Parts per billion,9.625,Parts per million,0.034667,Parts per billion,0.386364,Parts per million,0.180909
Alabama,Birmingham,2016-04-27,Parts per billion,5.783333,Parts per million,0.030292000000000006,Parts per billion,0.386364,Parts per million,0.153636
Alabama,Birmingham,2016-04-28,Parts per billion,10.175,Parts per million,0.028792,Parts per billion,0.365,Parts per million,0.225455
Alabama,Birmingham,2016-04-29,Parts per billion,10.295833,Parts per million,0.033,Parts per billion,1.481818,Parts per million,0.275909
Alabama,Birmingham,2016-04-30,Parts per billion,6.2875,Parts per million,0.029125,Parts per billion,0.5,Parts per million,0.157727
Alabama,Birmingham,2016-05-01,Parts per billion,10.133333,Parts per million,0.015625,Parts per billion,0.245455,Parts per million,0.186818
Alabama,Birmingham,2016-05-02,Parts per billion,9.56,Parts per million,0.021417,Parts per billion,0.09,Parts per million,0.199
Alabama,Birmingham,2016-05-03,Parts per billion,2.9083330000000003,Parts per million,0.028917,Parts per billion,0.013636,Parts per million,0.14666700000000002
Alabama,Birmingham,2016-05-04,Parts per billion,5.985,Parts per million,0.032458,Parts per billion,0.05,Parts per million,0.148636
Alabama,Birmingham,2016-05-05,Parts per billion,4.316667,Parts per million,0.035292000000000004,Parts per billion,0.068182,Parts per million,0.135909
Alabama,Birmingham,2016-05-06,Parts per billion,6.95,Parts per million,0.029708,Parts per billion,0.177273,Parts per million,0.178182
Alabama,Birmingham,2016-05-07,Parts per billion,12.054167,Parts per million,0.033667,Parts per billion,0.477273,Parts per million,0.335909
Alabama,Birmingham,2016-05-08,Parts per billion,12.916667,Parts per million,0.039042,Parts per billion,0.459091,Parts per million,0.267727
Alabama,Birmingham,2016-05-09,Parts per billion,7.2125,Parts per million,0.036417000000000005,Parts per billion,0.635,Parts per million,0.1585
Alabama,Birmingham,2016-05-10,Parts per billion,5.008333,Parts per million,0.038333,Parts per billion,1.140909,Parts per million,0.167273
Alabama,Birmingham,2016-05-11,Parts per billion,7.25,Parts per million,0.028625,Parts per billion,0.13,Parts per million,0.17136400000000002
Alabama,Birmingham,2016-05-12,Parts per billion,11.154167,Parts per million,0.029125,Parts per billion,0.5772729999999999,Parts per million,0.226364
Alabama,Birmingham,2016-05-13,Parts per billion,6.904167,Parts per million,0.02625,Parts per billion,0.145455,Parts per million,0.205263
Alabama,Birmingham,2016-05-14,Parts per billion,6.5875,Parts per million,0.035375,Parts per billion,0.231818,Parts per million,0.237727
Alabama,Birmingham,2016-05-15,Parts per billion,3.225,Parts per million,0.036667,Parts per billion,1.5,Parts per million,0.105
Alabama,Birmingham,2016-05-16,Parts per billion,10.204762,Parts per million,0.034125,Parts per billion,1.05,Parts per million,0.155
Alabama,Birmingham,2016-05-17,Parts per billion,8.433333,Parts per million,0.035917000000000004,Parts per billion,0.55,Parts per million,0.1745
Alabama,Birmingham,2016-05-18,Parts per billion,6.279167,Parts per million,0.027958,Parts per billion,0.490909,Parts per million,0.155789
Alabama,Birmingham,2016-05-19,Parts per billion,5.741667,Parts per million,0.026917,Parts per billion,0.404545,Parts per million,0.181111
Alabama,Birmingham,2016-05-20,Parts per billion,8.98,Parts per million,0.025667,Parts per billion,0.281818,Parts per million,0.198182
Alabama,Birmingham,2016-05-21,Parts per billion,5.6875,Parts per million,0.0345,Parts per billion,0.045455,Parts per million,0.148636
Alabama,Birmingham,2016-05-22,Parts per billion,5.5125,Parts per million,0.037792,Parts per billion,0.522727,Parts per million,0.178182
Alabama,Birmingham,2016-05-23,Parts per billion,16.6875,Parts per million,0.0365,Parts per billion,4.505,Parts per million,0.3135
Alabama,Birmingham,2016-05-24,Parts per billion,15.629167,Parts per million,0.039,Parts per billion,2.586364,Parts per million,0.315238
Alabama,Birmingham,2016-05-25,Parts per billion,14.404167,Parts per million,0.041042,Parts per billion,1.25,Parts per million,0.303333
Alabama,Birmingham,2016-05-26,Parts per billion,10.458333,Parts per million,0.042083,Parts per billion,0.809091,Parts per million,0.237619
Alabama,Birmingham,2016-05-27,Parts per billion,4.975,Parts per million,0.043083,Parts per billion,0.363636,Parts per million,0.19
Alabama,Birmingham,2016-05-28,Parts per billion,9.516667,Parts per million,0.030125,Parts per billion,0.736364,Parts per million,0.269545
Alabama,Birmingham,2016-05-29,Parts per billion,10.841667,Parts per million,0.023792,Parts per billion,1.75,Parts per million,0.327727
Alabama,Birmingham,2016-05-30,Parts per billion,12.6,Parts per million,0.025458,Parts per billion,1.29,Parts per million,0.2955
Alabama,Birmingham,2016-05-31,Parts per billion,19.259091,Parts per million,0.027000000000000003,Parts per billion,3.727273,Parts per million,0.346667
Arizona,Phoenix,2016-03-04,Parts per billion,26.133333,Parts per million,0.022583,Parts per billion,1.345833,Parts per million,0.764292
Arizona,Phoenix,2016-03-05,Parts per billion,20.016667,Parts per million,0.024583,Parts per billion,0.4875,Parts per million,0.588333
Arizona,Phoenix,2016-03-06,Parts per billion,10.179167,Parts per million,0.031083,Parts per billion,0.175,Parts per million,0.38025
