State,City,Category,gasdate,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,,,4/13/2016,Parts per billion,12.4,Parts per million,0.0205,Parts per billion,0.704545,Parts per million,0.179545
Alabama,Birmingham,,,4/14/2016,Parts per billion,6.8875,Parts per million,0.03175,Parts per billion,0.359091,Parts per million,0.142727
Alabama,Birmingham,,,4/15/2016,Parts per billion,3.866667,Parts per million,0.042292,Parts per billion,0.213636,Parts per million,0.125455
Alabama,Birmingham,,,4/16/2016,Parts per billion,6.491667,Parts per million,0.034,Parts per billion,0.027273,Parts per million,0.158182
Alabama,Birmingham,,,4/17/2016,Parts per billion,9.575,Parts per million,0.0315,Parts per billion,0.731818,Parts per million,0.198182
Alabama,Birmingham,,,4/18/2016,Parts per billion,21.670833,Parts per million,0.028042,Parts per billion,2.215,Parts per million,0.329
Alabama,Birmingham,,,4/19/2016,Parts per billion,19.35,Parts per million,0.035917,Parts per billion,3.345455,Parts per million,0.330455
Alabama,Birmingham,,,4/20/2016,Parts per billion,16.880952,Parts per million,0.044208,Parts per billion,3.072727,Parts per million,0.295455
Alabama,Birmingham,,,4/21/2016,Parts per billion,11.82381,Parts per million,0.031917,Parts per billion,0.872727,Parts per million,0.181579
Alabama,Birmingham,,,4/22/2016,Parts per billion,6.866667,Parts per million,0.032792,Parts per billion,0.15,Parts per million,0.168182
Alabama,Birmingham,,,4/23/2016,Parts per billion,6.558333,Parts per million,0.030292,Parts per billion,0.068182,Parts per million,0.201818
Alabama,Birmingham,,,4/24/2016,Parts per billion,10.85,Parts per million,0.037333,Parts per billion,1.213636,Parts per million,0.254091
Alabama,Birmingham,,,4/25/2016,Parts per billion,13.4125,Parts per million,0.0315,Parts per billion,0.975,Parts per million,0.254
Alabama,Birmingham,,,4/26/2016,Parts per billion,9.625,Parts per million,0.034667,Parts per billion,0.386364,Parts per million,0.180909
Alabama,Birmingham,,,4/27/2016,Parts per billion,5.783333,Parts per million,0.030292,Parts per billion,0.386364,Parts per million,0.153636
Alabama,Birmingham,,,4/28/2016,Parts per billion,10.175,Parts per million,0.028792,Parts per billion,0.365,Parts per million,0.225455
Alabama,Birmingham,,,4/29/2016,Parts per billion,10.295833,Parts per million,0.033,Parts per billion,1.481818,Parts per million,0.275909
Alabama,Birmingham,,,4/30/2016,Parts per billion,6.2875,Parts per million,0.029125,Parts per billion,0.5,Parts per million,0.157727
Alabama,Birmingham,,,5/1/2016,Parts per billion,10.133333,Parts per million,0.015625,Parts per billion,0.245455,Parts per million,0.186818
Alabama,Birmingham,,,5/2/2016,Parts per billion,9.56,Parts per million,0.021417,Parts per billion,0.09,Parts per million,0.199
Alabama,Birmingham,,,5/3/2016,Parts per billion,2.908333,Parts per million,0.028917,Parts per billion,0.013636,Parts per million,0.146667
Alabama,Birmingham,,,5/4/2016,Parts per billion,5.985,Parts per million,0.032458,Parts per billion,0.05,Parts per million,0.148636
Alabama,Birmingham,,,5/5/2016,Parts per billion,4.316667,Parts per million,0.035292,Parts per billion,0.068182,Parts per million,0.135909
Alabama,Birmingham,,,5/6/2016,Parts per billion,6.95,Parts per million,0.029708,Parts per billion,0.177273,Parts per million,0.178182
Alabama,Birmingham,,,5/7/2016,Parts per billion,12.054167,Parts per million,0.033667,Parts per billion,0.477273,Parts per million,0.335909
Alabama,Birmingham,,,5/8/2016,Parts per billion,12.916667,Parts per million,0.039042,Parts per billion,0.459091,Parts per million,0.267727
Alabama,Birmingham,,,5/9/2016,Parts per billion,7.2125,Parts per million,0.036417,Parts per billion,0.635,Parts per million,0.1585
Alabama,Birmingham,,,5/10/2016,Parts per billion,5.008333,Parts per million,0.038333,Parts per billion,1.140909,Parts per million,0.167273
Alabama,Birmingham,,,5/11/2016,Parts per billion,7.25,Parts per million,0.028625,Parts per billion,0.13,Parts per million,0.171364
Alabama,Birmingham,,,5/12/2016,Parts per billion,11.154167,Parts per million,0.029125,Parts per billion,0.577273,Parts per million,0.226364
Alabama,Birmingham,,,5/13/2016,Parts per billion,6.904167,Parts per million,0.02625,Parts per billion,0.145455,Parts per million,0.205263
Alabama,Birmingham,,,5/14/2016,Parts per billion,6.5875,Parts per million,0.035375,Parts per billion,0.231818,Parts per million,0.237727
Alabama,Birmingham,,,5/15/2016,Parts per billion,3.225,Parts per million,0.036667,Parts per billion,1.5,Parts per million,0.105
Alabama,Birmingham,,,5/16/2016,Parts per billion,10.204762,Parts per million,0.034125,Parts per billion,1.05,Parts per million,0.155
Alabama,Birmingham,,,5/17/2016,Parts per billion,8.433333,Parts per million,0.035917,Parts per billion,0.55,Parts per million,0.1745
Alabama,Birmingham,,,5/18/2016,Parts per billion,6.279167,Parts per million,0.027958,Parts per billion,0.490909,Parts per million,0.155789
Alabama,Birmingham,,,5/19/2016,Parts per billion,5.741667,Parts per million,0.026917,Parts per billion,0.404545,Parts per million,0.181111
Alabama,Birmingham,,,5/20/2016,Parts per billion,8.98,Parts per million,0.025667,Parts per billion,0.281818,Parts per million,0.198182
Alabama,Birmingham,,,5/21/2016,Parts per billion,5.6875,Parts per million,0.0345,Parts per billion,0.045455,Parts per million,0.148636
Alabama,Birmingham,,,5/22/2016,Parts per billion,5.5125,Parts per million,0.037792,Parts per billion,0.522727,Parts per million,0.178182
Alabama,Birmingham,,,5/23/2016,Parts per billion,16.6875,Parts per million,0.0365,Parts per billion,4.505,Parts per million,0.3135
Alabama,Birmingham,,,5/24/2016,Parts per billion,15.629167,Parts per million,0.039,Parts per billion,2.586364,Parts per million,0.315238
Alabama,Birmingham,,,5/25/2016,Parts per billion,14.404167,Parts per million,0.041042,Parts per billion,1.25,Parts per million,0.303333
Alabama,Birmingham,,,5/26/2016,Parts per billion,10.458333,Parts per million,0.042083,Parts per billion,0.809091,Parts per million,0.237619
Alabama,Birmingham,,,5/27/2016,Parts per billion,4.975,Parts per million,0.043083,Parts per billion,0.363636,Parts per million,0.19
Alabama,Birmingham,,,5/28/2016,Parts per billion,9.516667,Parts per million,0.030125,Parts per billion,0.736364,Parts per million,0.269545
Alabama,Birmingham,,,5/29/2016,Parts per billion,10.841667,Parts per million,0.023792,Parts per billion,1.75,Parts per million,0.327727
Alabama,Birmingham,,,5/30/2016,Parts per billion,12.6,Parts per million,0.025458,Parts per billion,1.29,Parts per million,0.2955
Alabama,Birmingham,,,5/31/2016,Parts per billion,19.259091,Parts per million,0.027,Parts per billion,3.727273,Parts per million,0.346667
Arizona,Phoenix,,,3/4/2016,Parts per billion,26.133333,Parts per million,0.022583,Parts per billion,1.345833,Parts per million,0.764292
Arizona,Phoenix,,,3/5/2016,Parts per billion,20.016667,Parts per million,0.024583,Parts per billion,0.4875,Parts per million,0.588333
Arizona,Phoenix,,,3/6/2016,Parts per billion,10.179167,Parts per million,0.031083,Parts per billion,0.175,Parts per million,0.38025
