State,City,Category,gasdate,Date Local,NO2 Units,NO2 Mean,O3 Units,O3 Mean,SO2 Units,SO2 Mean,CO Units,CO Mean
Alabama,Birmingham,,12/5/2016,4/13/2015,Parts per billion,8.6625,Parts per million,0.016458,Parts per billion,0.3,Parts per million,0.145
Alabama,Birmingham,,12/12/2016,4/14/2015,Parts per billion,7.375,Parts per million,0.023833,Parts per billion,0.218182,Parts per million,0.172273
Alabama,Birmingham,,12/19/2016,4/15/2015,Parts per billion,9.2375,Parts per million,0.029042,Parts per billion,0.484211,Parts per million,0.201818
Alabama,Birmingham,,12/26/2016,4/16/2015,Parts per billion,7.008333,Parts per million,0.011833,Parts per billion,0.577273,Parts per million,0.191364
Alabama,Birmingham,,,4/17/2015,Parts per billion,7.3125,Parts per million,0.010708,Parts per billion,0.036364,Parts per million,0.209545
Alabama,Birmingham,,,4/18/2015,Parts per billion,6.495833,Parts per million,0.016458,Parts per billion,0.390909,Parts per million,0.195
Alabama,Birmingham,,,4/19/2015,Parts per billion,5.570833,Parts per million,0.031167,Parts per billion,0.004545,Parts per million,0.148636
Alabama,Birmingham,,,4/20/2015,Parts per billion,5.52381,Parts per million,0.036417,Parts per billion,0.1,Parts per million,0.148
Alabama,Birmingham,,,4/21/2015,Parts per billion,13.05,Parts per million,0.024042,Parts per billion,0.010526,Parts per million,0.251579
Alabama,Birmingham,,,4/22/2015,Parts per billion,11.583333,Parts per million,0.0325,Parts per billion,0.345455,Parts per million,0.245909
Alabama,Birmingham,,,4/23/2015,Parts per billion,10.175,Parts per million,0.023625,Parts per billion,0.568182,Parts per million,0.202273
Alabama,Birmingham,,,4/24/2015,Parts per billion,12.008333,Parts per million,0.038667,Parts per billion,1.640909,Parts per million,0.211818
Alabama,Birmingham,,,4/25/2015,Parts per billion,7.295833,Parts per million,0.0215,Parts per billion,-0.009091,Parts per million,0.219545
Alabama,Birmingham,,,4/26/2015,Parts per billion,3.891667,Parts per million,0.031417,Parts per billion,-0.086364,Parts per million,0.129545
Alabama,Birmingham,,,4/27/2015,Parts per billion,4.6,Parts per million,0.034833,Parts per billion,1.1,Parts per million,0.1665
Alabama,Birmingham,,,4/28/2015,Parts per billion,6.066667,Parts per million,0.035,Parts per billion,0.604545,Parts per million,0.181364
Alabama,Birmingham,,,4/29/2015,Parts per billion,8.741667,Parts per million,0.02725,Parts per billion,0.465,Parts per million,0.239545
Alabama,Birmingham,,,4/30/2015,Parts per billion,8.590476,Parts per million,0.040708,Parts per billion,0.281818,Parts per million,0.196364
Alabama,Birmingham,,,5/1/2015,Parts per billion,7.6375,Parts per million,0.032792,Parts per billion,0.285714,Parts per million,0.197727
Alabama,Birmingham,,,5/2/2015,Parts per billion,13.704167,Parts per million,0.029625,Parts per billion,4.531818,Parts per million,0.298182
Alabama,Birmingham,,,5/3/2015,Parts per billion,13.8125,Parts per million,0.030458,Parts per billion,2.977273,Parts per million,0.315909
Alabama,Birmingham,,,5/4/2015,Parts per billion,18.63,Parts per million,0.029583,Parts per billion,3.227778,Parts per million,0.312
Alabama,Birmingham,,,5/5/2015,Parts per billion,16.979167,Parts per million,0.025792,Parts per billion,3.563636,Parts per million,0.313333
Alabama,Birmingham,,,5/6/2015,Parts per billion,16.341667,Parts per million,0.025292,Parts per billion,3.104545,Parts per million,0.275
Alabama,Birmingham,,,5/7/2015,Parts per billion,17.5875,Parts per million,0.028292,Parts per billion,6.185714,Parts per million,0.316364
Alabama,Birmingham,,,5/8/2015,Parts per billion,20.358333,Parts per million,0.034125,Parts per billion,7.961905,Parts per million,0.372727
Alabama,Birmingham,,,5/9/2015,Parts per billion,16.470833,Parts per million,0.033042,Parts per billion,6.286364,Parts per million,0.360455
Alabama,Birmingham,,,5/10/2015,Parts per billion,14.954167,Parts per million,0.031875,Parts per billion,3.436364,Parts per million,0.356364
Alabama,Birmingham,,,5/11/2015,Parts per billion,11.541667,Parts per million,0.024583,Parts per billion,1.710526,Parts per million,0.204
Alabama,Birmingham,,,5/12/2015,Parts per billion,4.554167,Parts per million,0.03525,Parts per billion,0.454545,Parts per million,0.156818
Alabama,Birmingham,,,5/13/2015,Parts per billion,9.216667,Parts per million,0.036833,Parts per billion,1.75,Parts per million,0.186364
Alabama,Birmingham,,,5/14/2015,Parts per billion,15.883333,Parts per million,0.045375,Parts per billion,3.822727,Parts per million,0.244091
Alabama,Birmingham,,,5/15/2015,Parts per billion,7.045833,Parts per million,0.028542,Parts per billion,0.431818,Parts per million,0.148636
Alabama,Birmingham,,,5/16/2015,Parts per billion,5.354167,Parts per million,0.022167,Parts per billion,0.25,Parts per million,0.146364
Alabama,Birmingham,,,5/17/2015,Parts per billion,4.729167,Parts per million,0.022,Parts per billion,0.395455,Parts per million,0.144091
Alabama,Birmingham,,,5/18/2015,Parts per billion,7.41,Parts per million,0.022875,Parts per billion,0.33,Parts per million,0.1695
Alabama,Birmingham,,,5/19/2015,Parts per billion,9.841667,Parts per million,0.021792,Parts per billion,0.472727,Parts per million,0.242105
Alabama,Birmingham,,,5/20/2015,Parts per billion,9.1875,Parts per million,0.02925,Parts per billion,1.572727,Parts per million,0.215455
Alabama,Birmingham,,,5/21/2015,Parts per billion,2.471429,Parts per million,0.027208,Parts per billion,0.063636,Parts per million,0.130455
Alabama,Birmingham,,,5/22/2015,Parts per billion,7.033333,Parts per million,0.029958,Parts per billion,1.772727,Parts per million,0.171364
Alabama,Birmingham,,,5/23/2015,Parts per billion,10.225,Parts per million,0.043667,Parts per billion,2.227273,Parts per million,0.224545
Alabama,Birmingham,,,5/24/2015,Parts per billion,4.966667,Parts per million,0.035292,Parts per billion,1.186364,Parts per million,0.147727
Alabama,Birmingham,,,5/25/2015,Parts per billion,4.529167,Parts per million,0.024958,Parts per billion,0.415,Parts per million,0.1365
Alabama,Birmingham,,,5/26/2015,Parts per billion,5.841667,Parts per million,0.018875,Parts per billion,0.304545,Parts per million,0.121364
Alabama,Birmingham,,,5/27/2015,Parts per billion,5.579167,Parts per million,0.022667,Parts per billion,0.445455,Parts per million,0.116364
Alabama,Birmingham,,,5/28/2015,Parts per billion,13.244444,Parts per million,0.019125,Parts per billion,1.145,Parts per million,0.155
Alabama,Birmingham,,,6/1/2015,Parts per billion,11.4,Parts per million,0.02675,Parts per billion,0.585,Parts per million,0.177
Alabama,Birmingham,,,6/3/2015,Parts per billion,4.246667,Parts per million,0.026042,Parts per billion,0.290909,Parts per million,0.165
Alabama,Birmingham,,,6/4/2015,Parts per billion,8.566667,Parts per million,0.028542,Parts per billion,0.704545,Parts per million,0.208235
Alabama,Birmingham,,,6/5/2015,Parts per billion,11.679167,Parts per million,0.034625,Parts per billion,2.468182,Parts per million,0.203182
Alabama,Birmingham,,,6/6/2015,Parts per billion,9.854167,Parts per million,0.035625,Parts per billion,4.095455,Parts per million,0.242727
Alabama,Birmingham,,,6/7/2015,Parts per billion,11.666667,Parts per million,0.041833,Parts per billion,4.645455,Parts per million,0.259545
Alabama,Birmingham,,,6/8/2015,Parts per billion,5.133333,Parts per million,0.033556,Parts per billion,0.66,Parts per million,0.1725
Alabama,Birmingham,,,6/9/2015,Parts per billion,5.9375,Parts per million,0.035375,Parts per billion,0.413636,Parts per million,0.183182
Alabama,Birmingham,,,6/10/2015,Parts per billion,12.320833,Parts per million,0.029208,Parts per billion,0.35,Parts per million,0.232273
Alabama,Birmingham,,,6/11/2015,Parts per billion,12.145833,Parts per million,0.026208,Parts per billion,0.831818,Parts per million,0.236364
Alabama,Birmingham,,,6/12/2015,Parts per billion,5.309524,Parts per million,0.025167,Parts per billion,0.527273,Parts per million,0.130455
Alabama,Birmingham,,,6/13/2015,Parts per billion,4.879167,Parts per million,0.01725,Parts per billion,0.331818,Parts per million,0.123636
Alabama,Birmingham,,,6/14/2015,Parts per billion,7.7,Parts per million,0.01675,Parts per billion,0.581818,Parts per million,0.148636
Alabama,Birmingham,,,6/15/2015,Parts per billion,12.640909,Parts per million,0.020833,Parts per billion,1.66,Parts per million,0.247
Alabama,Birmingham,,,6/16/2015,Parts per billion,10.291667,Parts per million,0.024458,Parts per billion,1.545455,Parts per million,0.265
Alabama,Birmingham,,,6/17/2015,Parts per billion,12.208333,Parts per million,0.022292,Parts per billion,2.904545,Parts per million,0.274545
Alabama,Birmingham,,,6/18/2015,Parts per billion,8.008333,Parts per million,0.022208,Parts per billion,1.168182,Parts per million,0.204091
Alabama,Birmingham,,,6/19/2015,Parts per billion,4.57619,Parts per million,0.019167,Parts per billion,1.1,Parts per million,0.135455
Alabama,Birmingham,,,6/20/2015,Parts per billion,4.395833,Parts per million,0.019333,Parts per billion,0.540909,Parts per million,0.207727
Alabama,Birmingham,,,6/21/2015,Parts per billion,5.620833,Parts per million,0.01525,Parts per billion,0.35,Parts per million,0.157727
Alabama,Birmingham,,,6/22/2015,Parts per billion,8.4375,Parts per million,0.025333,Parts per billion,0.595,Parts per million,0.216
Alabama,Birmingham,,,6/23/2015,Parts per billion,9.020833,Parts per million,0.027333,Parts per billion,0.686364,Parts per million,0.220909
Alabama,Birmingham,,,6/24/2015,Parts per billion,4.929167,Parts per million,0.04375,Parts per billion,0.795,Parts per million,0.13
Alabama,Birmingham,,,6/25/2015,Parts per billion,14.275,Parts per million,0.027,Parts per billion,0.218182,Parts per million,0.348636
Alabama,Birmingham,,,6/26/2015,Parts per billion,10.254167,Parts per million,0.027625,Parts per billion,0.322727,Parts per million,0.228182
Alabama,Birmingham,,,6/27/2015,Parts per billion,3.729167,Parts per million,0.028583,Parts per billion,0.25,Parts per million,0.135
Alabama,Birmingham,,,6/28/2015,Parts per billion,5.25,Parts per million,0.03375,Parts per billion,0.259091,Parts per million,0.169091
Alabama,Birmingham,,,6/29/2015,Parts per billion,9.686364,Parts per million,0.034917,Parts per billion,0.485,Parts per million,0.241
Alabama,Birmingham,,,6/30/2015,Parts per billion,8.125,Parts per million,0.030833,Parts per billion,0.227273,Parts per million,0.136111
Alabama,Birmingham,,,7/1/2015,Parts per billion,8.178947,Parts per million,0.023458,Parts per billion,0.313636,Parts per million,0.204545
Alabama,Birmingham,,,7/2/2015,Parts per billion,5.375,Parts per million,0.01825,Parts per billion,0.25,Parts per million,0.223529
Alabama,Birmingham,,,7/3/2015,Parts per billion,5.5375,Parts per million,0.023792,Parts per billion,0.640909,Parts per million,0.220455
Alabama,Birmingham,,,7/4/2015,Parts per billion,3.8625,Parts per million,0.025542,Parts per billion,0.090909,Parts per million,0.141818
Alabama,Birmingham,,,7/5/2015,Parts per billion,2.916667,Parts per million,0.028458,Parts per billion,0.254545,Parts per million,0.158636
Alabama,Birmingham,,,7/6/2015,Parts per billion,5.566667,Parts per million,0.023083,Parts per billion,0.195,Parts per million,0.18
Alabama,Birmingham,,,7/7/2015,Parts per billion,8.220833,Parts per million,0.021,Parts per billion,0.495455,Parts per million,0.267727
Alabama,Birmingham,,,7/8/2015,Parts per billion,7.8625,Parts per million,0.022042,Parts per billion,0.41,Parts per million,0.219545
Alabama,Birmingham,,,7/9/2015,Parts per billion,9.883333,Parts per million,0.023208,Parts per billion,0.263636,Parts per million,0.212727
Alabama,Birmingham,,,7/10/2015,Parts per billion,12.425,Parts per million,0.02125,Parts per billion,0.645455,Parts per million,0.380455
Alabama,Birmingham,,,7/11/2015,Parts per billion,10.291667,Parts per million,0.02025,Parts per billion,0.877273,Parts per million,0.372273
Alabama,Birmingham,,,7/12/2015,Parts per billion,8.020833,Parts per million,0.021917,Parts per billion,1.090909,Parts per million,0.294091
Alabama,Birmingham,,,7/13/2015,Parts per billion,7.872727,Parts per million,0.027583,Parts per billion,0.155,Parts per million,0.1835
Alabama,Birmingham,,,7/14/2015,Parts per billion,5.154167,Parts per million,0.028083,Parts per billion,0.154545,Parts per million,0.1375
Alabama,Birmingham,,,7/15/2015,Parts per billion,11.975,Parts per million,0.021708,Parts per billion,0.381818,Parts per million,0.292727
Alabama,Birmingham,,,7/16/2015,Parts per billion,9.289474,Parts per million,0.028875,Parts per billion,2.590909,Parts per million,0.248636
Alabama,Birmingham,,,7/17/2015,Parts per billion,13.335294,Parts per million,0.035875,Parts per billion,5.381818,Parts per million,0.330455
Alabama,Birmingham,,,7/18/2015,Parts per billion,14.0125,Parts per million,0.025833,Parts per billion,2.259091,Parts per million,0.336364
Alabama,Birmingham,,,7/19/2015,Parts per billion,8.883333,Parts per million,0.023917,Parts per billion,1.140909,Parts per million,0.264545
Alabama,Birmingham,,,7/20/2015,Parts per billion,6.670833,Parts per million,0.026083,Parts per billion,0.5,Parts per million,0.2105
Alabama,Birmingham,,,7/21/2015,Parts per billion,7.966667,Parts per million,0.025,Parts per billion,0.559091,Parts per million,0.189091
Alabama,Birmingham,,,7/22/2015,Parts per billion,12.016667,Parts per million,0.030083,Parts per billion,0.245,Parts per million,0.244545
Alabama,Birmingham,,,7/23/2015,Parts per billion,13.508333,Parts per million,0.014375,Parts per billion,0.231818,Parts per million,0.335789
Alabama,Birmingham,,,7/24/2015,Parts per billion,10.404167,Parts per million,0.018708,Parts per billion,0.368182,Parts per million,0.223182
Alabama,Birmingham,,,7/25/2015,Parts per billion,8.283333,Parts per million,0.028458,Parts per billion,4.340909,Parts per million,0.246818
Alabama,Birmingham,,,7/26/2015,Parts per billion,8.6125,Parts per million,0.030083,Parts per billion,0.977273,Parts per million,0.239091
Alabama,Birmingham,,,7/27/2015,Parts per billion,15.735294,Parts per million,0.021875,Parts per billion,2.365,Parts per million,0.3585
Alabama,Birmingham,,,7/28/2015,Parts per billion,13.618182,Parts per million,0.024208,Parts per billion,1.077273,Parts per million,0.355263
Alabama,Birmingham,,,7/29/2015,Parts per billion,15.161111,Parts per million,0.019875,Parts per billion,0.840909,Parts per million,0.281818
Alabama,Birmingham,,,7/30/2015,Parts per billion,3.775,Parts per million,0.038917,Parts per billion,0.231818,Parts per million,0.167273
Alabama,Birmingham,,,7/31/2015,Parts per billion,2.8875,Parts per million,0.044625,Parts per billion,0.522727,Parts per million,0.126818
Alabama,Birmingham,,,8/1/2015,Parts per billion,4.991667,Parts per million,0.03975,Parts per billion,1.163636,Parts per million,0.162273
Alabama,Birmingham,,,8/2/2015,Parts per billion,8.8375,Parts per million,0.034417,Parts per billion,5.259091,Parts per million,0.213636
Alabama,Birmingham,,,8/3/2015,Parts per billion,13.9125,Parts per million,0.029125,Parts per billion,5.605,Parts per million,0.258
Alabama,Birmingham,,,8/4/2015,Parts per billion,19.091667,Parts per million,0.041292,Parts per billion,2.881818,Parts per million,0.35
Alabama,Birmingham,,,8/5/2015,Parts per billion,12.820833,Parts per million,0.03325,Parts per billion,0.495,Parts per million,0.270909
Alabama,Birmingham,,,8/6/2015,Parts per billion,8.954167,Parts per million,0.018125,Parts per billion,0.159091,Parts per million,0.19
Alabama,Birmingham,,,8/7/2015,Parts per billion,7.183333,Parts per million,0.024167,Parts per billion,0.08,Parts per million,0.205455
Alabama,Birmingham,,,8/8/2015,Parts per billion,8.995833,Parts per million,0.033917,Parts per billion,1.986364,Parts per million,0.255909
Alabama,Birmingham,,,8/9/2015,Parts per billion,10.775,Parts per million,0.031375,Parts per billion,1.45,Parts per million,0.260455
Alabama,Birmingham,,,8/10/2015,Parts per billion,9.013636,Parts per million,0.031083,Parts per billion,1.13,Parts per million,0.288
Alabama,Birmingham,,,8/11/2015,Parts per billion,7.2875,Parts per million,0.032042,Parts per billion,0.190909,Parts per million,0.191053
Alabama,Birmingham,,,8/12/2015,Parts per billion,5.558333,Parts per million,0.036333,Parts per billion,0.186364,Parts per million,0.171364
Alabama,Birmingham,,,8/13/2015,Parts per billion,5.125,Parts per million,0.040458,Parts per billion,1.277273,Parts per million,0.170909
Alabama,Birmingham,,,8/14/2015,Parts per billion,7.78,Parts per million,0.034042,Parts per billion,0.886364,Parts per million,0.175455
Alabama,Birmingham,,,8/15/2015,Parts per billion,7.1625,Parts per million,0.033417,Parts per billion,1.281818,Parts per million,0.182273
Alabama,Birmingham,,,8/16/2015,Parts per billion,5.783333,Parts per million,0.02775,Parts per billion,0.540909,Parts per million,0.152273
Alabama,Birmingham,,,8/17/2015,Parts per billion,9.554167,Parts per million,0.005,Parts per billion,0.415,Parts per million,0.135
Alabama,Birmingham,,,8/18/2015,Parts per billion,6.8875,Parts per million,0.003333,Parts per billion,0.131818,Parts per million,0.167273
Alabama,Birmingham,,,8/19/2015,Parts per billion,5.1875,Parts per million,0.003,Parts per billion,0.195238,Parts per million,0.139091
Alabama,Birmingham,,,8/20/2015,Parts per billion,6.3,Parts per million,0.011071,Parts per billion,0.131818,Parts per million,0.171364
Alabama,Birmingham,,,8/21/2015,Parts per billion,9.9625,Parts per million,0.017917,Parts per billion,1.518182,Parts per million,0.226364
Alabama,Birmingham,,,8/22/2015,Parts per billion,9.15,Parts per million,0.020917,Parts per billion,0.663636,Parts per million,0.211364
Alabama,Birmingham,,,8/23/2015,Parts per billion,6.841667,Parts per million,0.023,Parts per billion,0.209091,Parts per million,0.161818
Alabama,Birmingham,,,8/24/2015,Parts per billion,3.769565,Parts per million,0.025625,Parts per billion,0.02,Parts per million,0.174
Alabama,Birmingham,,,8/25/2015,Parts per billion,5.816667,Parts per million,0.028667,Parts per billion,0.318182,Parts per million,0.165263
Alabama,Birmingham,,,8/26/2015,Parts per billion,5.97,Parts per million,0.032875,Parts per billion,0.2,Parts per million,0.173182
Alabama,Birmingham,,,8/27/2015,Parts per billion,6.741667,Parts per million,0.036667,Parts per billion,2.513636,Parts per million,0.188182
Alabama,Birmingham,,,8/28/2015,Parts per billion,8.304167,Parts per million,0.035,Parts per billion,1.231818,Parts per million,0.222273
Alabama,Birmingham,,,8/29/2015,Parts per billion,6.5125,Parts per million,0.029208,Parts per billion,1.559091,Parts per million,0.13
Alabama,Birmingham,,,8/30/2015,Parts per billion,4.6125,Parts per million,0.026875,Parts per billion,0.945455,Parts per million,0.170455
Alabama,Birmingham,,,8/31/2015,Parts per billion,9.341667,Parts per million,0.015944,Parts per billion,1.42,Parts per million,0.2285
Alabama,Birmingham,,,9/1/2015,Parts per billion,12.045833,Parts per million,0.021292,Parts per billion,2.940909,Parts per million,0.310909
Alabama,Birmingham,,,9/2/2015,Parts per billion,13.266667,Parts per million,0.024042,Parts per billion,2.225,Parts per million,0.311364
Alabama,Birmingham,,,9/3/2015,Parts per billion,13.9,Parts per million,0.021583,Parts per billion,2.918182,Parts per million,0.283182
Alabama,Birmingham,,,9/4/2015,Parts per billion,11.408333,Parts per million,0.027833,Parts per billion,1.631818,Parts per million,0.355909
Alabama,Birmingham,,,9/5/2015,Parts per billion,10.2375,Parts per million,0.027167,Parts per billion,2.240909,Parts per million,0.259091
Alabama,Birmingham,,,9/6/2015,Parts per billion,7.25,Parts per million,0.028792,Parts per billion,0.577273,Parts per million,0.254545
Alabama,Birmingham,,,9/7/2015,Parts per billion,7.266667,Parts per million,0.023375,Parts per billion,1.355,Parts per million,0.191
Alabama,Birmingham,,,9/8/2015,Parts per billion,8.216667,Parts per million,0.022118,Parts per billion,0.822727,Parts per million,0.178636
Alabama,Birmingham,,,9/9/2015,Parts per billion,14.077273,Parts per million,0.020708,Parts per billion,0.713636,Parts per million,0.222632
Alabama,Birmingham,,,9/10/2015,Parts per billion,11.475,Parts per million,0.016542,Parts per billion,0.222727,Parts per million,0.239545
Alabama,Birmingham,,,9/11/2015,Parts per billion,8.733333,Parts per million,0.027542,Parts per billion,0.145455,Parts per million,0.216364
Alabama,Birmingham,,,9/12/2015,Parts per billion,2.825,Parts per million,0.026875,Parts per billion,0.118182,Parts per million,0.124091
Alabama,Birmingham,,,9/13/2015,Parts per billion,5.129167,Parts per million,0.021417,Parts per billion,0.222727,Parts per million,0.168182
Alabama,Birmingham,,,9/14/2015,Parts per billion,14.464706,Parts per million,0.021167,Parts per billion,2.44,Parts per million,0.3115
Alabama,Birmingham,,,9/15/2015,Parts per billion,14.166667,Parts per million,0.025583,Parts per billion,1.409524,Parts per million,0.232381
Alabama,Birmingham,,,9/16/2015,Parts per billion,9.825,Parts per million,0.032167,Parts per billion,0.79,Parts per million,0.199091
Alabama,Birmingham,,,9/17/2015,Parts per billion,10.75,Parts per million,0.020458,Parts per billion,1.645455,Parts per million,0.230909
Alabama,Birmingham,,,9/18/2015,Parts per billion,13.2875,Parts per million,0.023917,Parts per billion,1.877273,Parts per million,0.300909
Alabama,Birmingham,,,9/19/2015,Parts per billion,14.516667,Parts per million,0.026375,Parts per billion,1.85,Parts per million,0.340455
Alabama,Birmingham,,,9/20/2015,Parts per billion,9,Parts per million,0.026875,Parts per billion,1.827273,Parts per million,0.242273
Alabama,Birmingham,,,9/21/2015,Parts per billion,9.222727,Parts per million,0.012917,Parts per billion,0.96,Parts per million,0.216
Alabama,Birmingham,,,9/22/2015,Parts per billion,8.779167,Parts per million,0.024583,Parts per billion,1.522727,Parts per million,0.221579
Alabama,Birmingham,,,9/23/2015,Parts per billion,10.929167,Parts per million,0.02325,Parts per billion,0.872727,Parts per million,0.251818
Alabama,Birmingham,,,9/24/2015,Parts per billion,12.51,Parts per million,0.032708,Parts per billion,1.472727,Parts per million,0.209091
Alabama,Birmingham,,,9/25/2015,Parts per billion,7.995833,Parts per million,0.029042,Parts per billion,1.436364,Parts per million,0.172273
Alabama,Birmingham,,,9/26/2015,Parts per billion,4.429167,Parts per million,0.018708,Parts per billion,0.627273,Parts per million,0.15
Alabama,Birmingham,,,9/27/2015,Parts per billion,4.745833,Parts per million,0.01425,Parts per billion,0.118182,Parts per million,0.135455
Alabama,Birmingham,,,9/28/2015,Parts per billion,6.191667,Parts per million,0.008333,Parts per billion,0.12,Parts per million,0.146
Alabama,Birmingham,,,9/29/2015,Parts per billion,6.029167,Parts per million,0.017417,Parts per billion,0.236364,Parts per million,0.138636
Alabama,Birmingham,,,9/30/2015,Parts per billion,3.633333,Parts per million,0.018792,Parts per billion,0.025,Parts per million,0.13
Alabama,Birmingham,,,10/1/2015,Parts per billion,3.795833,Parts per million,0.01025,Parts per billion,0,Parts per million,0.131818
Alabama,Birmingham,,,10/2/2015,Parts per billion,3.258333,Parts per million,0.009208,Parts per billion,0.004545,Parts per million,0.117727
Alabama,Birmingham,,,10/3/2015,Parts per billion,2.816667,Parts per million,0.006458,Parts per billion,0,Parts per million,0.121364
Alabama,Birmingham,,,10/4/2015,Parts per billion,2.154167,Parts per million,0.008833,Parts per billion,0.009091,Parts per million,0.122727
Alabama,Birmingham,,,10/5/2015,Parts per billion,8.172727,Parts per million,0.01,Parts per billion,1.355,Parts per million,0.287
Alabama,Birmingham,,,10/6/2015,Parts per billion,12.3,Parts per million,0.013917,Parts per billion,0.459091,Parts per million,0.392105
Alabama,Birmingham,,,10/7/2015,Parts per billion,13.478947,Parts per million,0.021708,Parts per billion,1.940909,Parts per million,0.355909
Alabama,Birmingham,,,10/8/2015,Parts per billion,13.179167,Parts per million,0.031958,Parts per billion,0.422727,Parts per million,0.269091
Alabama,Birmingham,,,10/9/2015,Parts per billion,13.929167,Parts per million,0.027417,Parts per billion,0.636364,Parts per million,0.239091
Alabama,Birmingham,,,10/10/2015,Parts per billion,4.054167,Parts per million,0.018458,Parts per billion,0.009091,Parts per million,0.160909
Alabama,Birmingham,,,10/11/2015,Parts per billion,7.908333,Parts per million,0.01675,Parts per billion,1.536364,Parts per million,0.237727
Alabama,Birmingham,,,10/12/2015,Parts per billion,8.454167,Parts per million,0.032167,Parts per billion,0.9,Parts per million,0.272
Alabama,Birmingham,,,10/13/2015,Parts per billion,14.025,Parts per million,0.022625,Parts per billion,0.5,Parts per million,0.202273
Alabama,Birmingham,,,10/14/2015,Parts per billion,16.066667,Parts per million,0.018042,Parts per billion,0.840909,Parts per million,0.347727
Alabama,Birmingham,,,10/15/2015,Parts per billion,20.604167,Parts per million,0.025708,Parts per billion,3.840909,Parts per million,0.448636
Alabama,Birmingham,,,10/16/2015,Parts per billion,9.183333,Parts per million,0.034458,Parts per billion,0.47,Parts per million,0.178636
Alabama,Birmingham,,,10/17/2015,Parts per billion,4.425,Parts per million,0.032542,Parts per billion,0.363636,Parts per million,0.128636
Alabama,Birmingham,,,10/18/2015,Parts per billion,6.504167,Parts per million,0.025917,Parts per billion,1.3,Parts per million,0.194091
Alabama,Birmingham,,,10/19/2015,Parts per billion,15.827273,Parts per million,0.022125,Parts per billion,1.36,Parts per million,0.283
Alabama,Birmingham,,,10/20/2015,Parts per billion,15.566667,Parts per million,0.021375,Parts per billion,0.577273,Parts per million,0.276842
Alabama,Birmingham,,,10/21/2015,Parts per billion,16.2375,Parts per million,0.021542,Parts per billion,1.527273,Parts per million,0.323182
Alabama,Birmingham,,,10/22/2015,Parts per billion,16.258333,Parts per million,0.018917,Parts per billion,1.336364,Parts per million,0.338636
Alabama,Birmingham,,,10/23/2015,Parts per billion,13.92,Parts per million,0.021583,Parts per billion,0.572727,Parts per million,0.278636
Alabama,Birmingham,,,10/24/2015,Parts per billion,6.370833,Parts per million,0.025875,Parts per billion,0.25,Parts per million,0.158182
Alabama,Birmingham,,,10/25/2015,Parts per billion,7.308333,Parts per million,0.020417,Parts per billion,0.490909,Parts per million,0.175909
Alabama,Birmingham,,,10/26/2015,Parts per billion,5.470833,Parts per million,0.019625,Parts per billion,0.01,Parts per million,0.1495
Alabama,Birmingham,,,10/27/2015,Parts per billion,4.6875,Parts per million,0.014083,Parts per billion,0.155,Parts per million,0.13
Alabama,Birmingham,,,10/28/2015,Parts per billion,9.425,Parts per million,0.011583,Parts per billion,0.145455,Parts per million,0.381364
Alabama,Birmingham,,,10/29/2015,Parts per billion,11.3625,Parts per million,0.014083,Parts per billion,0.168182,Parts per million,0.381818
Alabama,Birmingham,,,10/30/2015,Parts per billion,14.466667,Parts per million,0.016833,Parts per billion,2.081818,Parts per million,0.425
Alabama,Birmingham,,,10/31/2015,Parts per billion,8.2125,Parts per million,0.022417,Parts per billion,0.390909,Parts per million,0.218636
Alabama,Birmingham,,,11/1/2015,Parts per billion,7.4,Parts per million,0.01125,Parts per billion,0.004545,Parts per million,0.25
Alabama,Birmingham,,,11/2/2015,Parts per billion,6.504545,Parts per million,0.013708,Parts per billion,0.18,Parts per million,0.2505
Alabama,Birmingham,,,11/3/2015,Parts per billion,6.55,Parts per million,0.010417,Parts per billion,0.436364,Parts per million,0.269444
Alabama,Birmingham,,,11/4/2015,Parts per billion,6.8375,Parts per million,0.015,Parts per billion,0.186364,Parts per million,0.214545
Alabama,Birmingham,,,11/5/2015,Parts per billion,5.615789,Parts per million,0.012042,Parts per billion,0.063636,Parts per million,0.229091
Alabama,Birmingham,,,11/6/2015,Parts per billion,8.804762,Parts per million,0.01125,Parts per billion,0.168182,Parts per million,0.199545
Alabama,Birmingham,,,11/7/2015,Parts per billion,2.916667,Parts per million,0.019833,Parts per billion,0.004545,Parts per million,0.113636
Alabama,Birmingham,,,11/8/2015,Parts per billion,2.983333,Parts per million,0.022125,Parts per billion,0.413636,Parts per million,0.124545
Alabama,Birmingham,,,11/9/2015,Parts per billion,4.245833,Parts per million,0.018708,Parts per billion,0.22,Parts per million,0.144
Alabama,Birmingham,,,11/10/2015,Parts per billion,8.370833,Parts per million,0.014333,Parts per billion,0.13,Parts per million,0.33
Alabama,Birmingham,,,11/11/2015,Parts per billion,10.204167,Parts per million,0.015792,Parts per billion,0.795455,Parts per million,0.345
Alabama,Birmingham,,,11/12/2015,Parts per billion,7.341667,Parts per million,0.023625,Parts per billion,0.186364,Parts per million,0.127727
Alabama,Birmingham,,,11/13/2015,Parts per billion,11.5875,Parts per million,0.016917,Parts per billion,0.104545,Parts per million,0.261818
Alabama,Birmingham,,,11/14/2015,Parts per billion,13.8625,Parts per million,0.015583,Parts per billion,1.409091,Parts per million,0.331818
